id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int
1457227,9600,9600, 36 months,12.12%,319.41,5 years,OWN,150000,Current,credit_card,FL,4.31,0,13/04/2000 1:03,NA,16,10038,21,5237.28,5743.62,4362.72,1380.9
1457427,20000,20000, 36 months,10.16%,646.85,2 years,MORTGAGE,95000,Fully Paid,debt_consolidation,NY,9.84,0,19/04/1992 9:16,83,8,13129,24,0,22098.18,20000,2098.18
1457611,8000,8000, 36 months,12.12%,266.18,6 years,MORTGAGE,1.00E+05,Late (31-120 days),debt_consolidation,TX,15.88,0,27/01/2002 11:43,63,12,14624,26,4803.09,4267.69,3196.91,1055.79
1457836,16000,16000, 36 months,7.62%,498.59,4 years,MORTGAGE,67800,Current,debt_consolidation,CA,13.08,0,26/08/1996 1:00,68,9,6584,23,8471.15,8955.54,7528.85,1426.69
1458017,22250,22250, 60 months,18.75%,574.13,6 years,MORTGAGE,78000,Current,debt_consolidation,VA,26.32,0,03/11/2000 3:03,NA,25,3031,43,17587.18,10327.68,4662.82,5664.86
1458210,4000,4000, 36 months,14.33%,137.36,9 years,MORTGAGE,55000,Current,credit_card,OH,18.63,2,14/12/1998 3:01,7,8,13284,20,2107.38,2602.1,1892.62,709.48
1458408,16500,16500, 36 months,13.11%,556.83,10+ years,MORTGAGE,47000,Current,credit_card,KS,21.42,0,10/10/1999 9:00,NA,11,23055,25,9061.21,10013.4,7438.79,2574.61
1458604,15000,15000, 60 months,19.72%,395.08,6 years,OWN,50000,Current,debt_consolidation,CA,18.36,0,03/04/2007 11:07,NA,8,12223,16,11931.49,7078.32,3068.51,4009.81
1458943,22000,22000, 36 months,8.90%,698.58,5 years,RENT,104000,Current,debt_consolidation,TX,20.37,0,22/08/1997 11:00,NA,9,18977,17,11736.02,12567.42,10263.98,2303.44
1459104,35000,35000, 60 months,21.98%,966.27,4 years,MORTGAGE,100500,Current,credit_card,GA,18.7,0,23/11/1991 4:23,27,15,17822,42,2140.35,43391.6,32859.65,10531.95
1459379,15000,15000, 60 months,15.31%,359.3,10+ years,RENT,45000,Current,debt_consolidation,NY,24.37,0,16/09/1998 11:53,NA,5,11687,13,11630.84,6458.4,3369.16,3089.24
1459574,3200,3200, 36 months,6.03%,97.4,9 years,MORTGAGE,55000,Current,debt_consolidation,OH,8.88,0,08/05/2000 4:31,NA,8,5418,13,1673.58,1751.4,1526.42,224.98
1459745,4800,4800, 36 months,13.11%,161.99,3 years,MORTGAGE,80500,Current,credit_card,PA,12.64,2,01/10/1996 9:32,20,7,5431,28,2895.99,2591.84,1904.01,687.83
1460137,10000,10000, 36 months,14.09%,342.22,< 1 year,RENT,34000,Fully Paid,debt_consolidation,FL,9.11,0,11/03/2000 8:48,NA,8,11369,18,0,11310,10000,1310
1460371,19375,19375, 60 months,16.29%,474.16,10+ years,MORTGAGE,48500,Current,debt_consolidation,IL,29.46,0,22/03/1992 4:14,NA,9,22847,24,15105.76,8528.22,4269.24,4258.98
1460684,20000,20000, 36 months,11.14%,656.11,9 years,MORTGAGE,78000,Current,debt_consolidation,CA,19.71,0,11/11/1999 1:25,NA,13,22152,32,10830.54,11808.72,9169.46,2639.26
1460878,7475,7475, 36 months,11.14%,245.22,7 years,RENT,37000,Current,debt_consolidation,OR,20.69,0,14/07/1999 2:11,NA,5,13038,14,4047.99,4413.42,3427.01,986.41
1461049,28800,28800, 60 months,20.49%,770.9,< 1 year,MORTGAGE,107000,Current,debt_consolidation,VA,17.9,0,23/04/1992 4:55,NA,15,13103,37,22986.54,13849.56,5813.46,8036.1
1461264,7200,7200, 36 months,18.49%,262.08,4 years,MORTGAGE,26000,Current,debt_consolidation,AZ,28.02,0,03/01/2007 7:04,NA,7,10540,16,4092.12,4717.44,3107.88,1609.56
1461922,15000,15000, 36 months,15.80%,525.88,10+ years,MORTGAGE,51000,Fully Paid,debt_consolidation,VA,18.75,0,16/01/1994 11:04,65,11,11802,29,0,16772.15,15000,1772.15
1462074,10000,10000, 36 months,6.03%,304.36,10+ years,MORTGAGE,140000,Current,house,MA,7.33,0,04/07/2001 12:27,NA,12,14874,35,5228.62,5474.7,4771.39,703.31
1462218,1600,1600, 36 months,6.03%,48.7,6 years,OWN,32000,Current,home_improvement,AL,15.68,0,07/05/1995 2:37,44,8,2578,21,836.48,876.06,763.52,112.54
1462418,30000,30000, 60 months,23.83%,860.09,10+ years,MORTGAGE,130900,Current,debt_consolidation,MN,19.63,1,24/08/1997 2:39,5,12,22624,24,24357.74,15452.1,5642.26,9809.84
1462581,12000,12000, 36 months,14.09%,410.66,5 years,MORTGAGE,88000,Fully Paid,wedding,IL,21.49,0,17/11/1998 6:36,NA,12,33786,28,0,13260.84,12000,1260.84
1462779,15850,15850, 36 months,14.09%,542.41,6 years,RENT,40000,Fully Paid,credit_card,WI,26.4,0,04/02/2001 6:26,NA,11,15887,19,0,17307.99,15850,1457.99
1463000,35000,35000, 36 months,24.83%,1388.45,10+ years,OWN,117000,Current,debt_consolidation,MD,23.9,0,19/02/1987 7:01,NA,27,49558,47,20696.93,24979.32,14303.07,10676.25
1463116,9550,9550, 36 months,6.62%,293.22,2 years,RENT,125000,Current,credit_card,CA,13.76,0,01/06/2006 9:00,NA,7,16742,15,6844.03,3208.62,2705.97,502.65
1463391,2600,2600, 36 months,15.31%,90.53,5 years,RENT,52000,Current,debt_consolidation,NJ,8.7,1,24/08/2003 11:20,13,9,7240,14,1448.22,1628.64,1151.77,476.87
1463534,21000,21000, 36 months,20.49%,785.69,< 1 year,MORTGAGE,63000,Current,debt_consolidation,VA,22.63,1,29/10/1996 12:28,20,10,10503,43,12095.26,14130.36,8904.74,5225.62
1463971,35000,35000, 60 months,21.49%,956.55,< 1 year,MORTGAGE,102500,Current,credit_card,CT,10.91,0,17/01/1999 2:45,NA,12,41115,32,28072.92,17206.74,6927.08,10279.66
1464203,12000,12000, 36 months,6.03%,365.23,n/a,MORTGAGE,1.00E+05,Current,major_purchase,TX,28.85,0,28/12/1996 2:39,42,21,3780,55,5873.01,6949.05,6126.99,822.06
1464405,27150,27150, 60 months,12.12%,605.59,10+ years,MORTGAGE,85000,Current,home_improvement,TX,18.39,0,10/06/1996 6:21,46,12,4461,37,20662.58,10870.19,6487.42,4382.77
1464512,9000,9000, 36 months,12.12%,299.45,10+ years,MORTGAGE,46000,Current,credit_card,HI,24.7,0,06/01/2001 7:07,35,6,11320,29,4910.58,5383.8,4089.42,1294.38
1464858,5000,5000, 36 months,13.11%,168.74,10+ years,MORTGAGE,59571,Current,debt_consolidation,MI,18.15,2,07/06/1995 7:27,22,3,8613,15,2747.75,3031.74,2252.25,779.49
1465046,25000,25000, 36 months,17.77%,900.93,5 years,RENT,75000,Fully Paid,debt_consolidation,NY,13.82,0,24/12/1997 12:29,61,18,27318,22,0,25733.31,25000,733.31
1465167,12000,12000, 36 months,15.31%,417.81,2 years,RENT,65000,Current,debt_consolidation,CA,4.99,0,08/04/1995 11:00,51,6,5374,21,6682.48,7519.32,5317.51,2201.81
1465299,12000,12000, 36 months,6.03%,365.23,6 years,RENT,65000,Current,debt_consolidation,TX,23.37,1,13/02/1994 5:54,16,19,15220,35,6272.46,6571.8,5727.54,844.26
1465426,16750,16750, 60 months,13.11%,382.06,10+ years,MORTGAGE,50000,Current,debt_consolidation,TX,34.15,0,28/05/1997 8:07,NA,14,24116,39,12814.47,6876,3935.53,2940.47
1465551,35000,35000, 36 months,10.16%,1131.99,10+ years,RENT,180000,Current,small_business,NY,23.71,0,10/08/1972 6:19,67,12,10187,24,18844.34,20351.7,16155.65,4196.05
1465805,14000,14000, 36 months,6.62%,429.86,10+ years,MORTGAGE,123000,Late (31-120 days),debt_consolidation,MI,8.3,0,24/12/1997 9:20,NA,10,12686,20,7396.45,7696.36,6603.55,1073.24
1465947,10000,10000, 36 months,15.31%,348.18,4 years,RENT,210000,Fully Paid,credit_card,CA,6.7,2,07/11/2006 11:26,2,12,11628,20,0,10374.59,10000,374.59
1466116,14000,14000, 36 months,8.90%,444.55,6 years,MORTGAGE,88000,Current,credit_card,MI,12.37,0,06/04/1988 3:02,NA,7,36252,27,7861.99,7543.92,6138.01,1405.91
1466502,12000,12000, 36 months,15.80%,420.71,7 years,RENT,42000,Late (31-120 days),debt_consolidation,CA,30.09,0,02/04/2002 2:44,44,8,5700,25,7996.57,5880.42,4003.42,1877
1466680,6075,6075, 36 months,7.62%,189.31,n/a,MORTGAGE,22000,Current,credit_card,CA,23.51,0,17/02/1999 2:53,NA,11,9512,17,3221.46,3394.26,2853.53,540.73
1466958,10000,10000, 36 months,15.80%,350.59,10+ years,MORTGAGE,65770,Current,debt_consolidation,PA,19.38,1,05/04/1985 5:06,23,8,7719,24,5594.24,6298.56,4405.76,1892.8
1467163,8000,8000, 36 months,14.09%,273.78,7 years,OWN,68000,Current,debt_consolidation,CA,8.86,0,24/12/2003 12:26,26,6,5440,9,4426.63,4916.88,3573.37,1343.51
1467311,3200,3200, 36 months,7.90%,100.13,10+ years,MORTGAGE,54000,Current,major_purchase,CA,12.93,0,03/04/1985 11:58,41,14,17719,33,1698.72,1797.12,1501.28,295.84
1467554,20950,20950, 60 months,18.75%,540.58,10+ years,MORTGAGE,54000,Current,debt_consolidation,CA,24.27,0,05/11/1990 11:52,NA,20,14910,28,16561.16,9720.92,4388.84,5332.08
1467693,10000,10000, 36 months,7.62%,311.62,10+ years,MORTGAGE,75000,Late (31-120 days),credit_card,MN,14.35,0,23/03/1987 6:38,NA,10,24164,18,6385.05,4355.68,3614.95,740.73
1467860,8000,8000, 36 months,18.49%,291.19,10+ years,RENT,110000,Fully Paid,debt_consolidation,OH,16.53,1,11/01/1995 2:20,16,12,13189,27,0,9008.56,8000,1008.56
1468108,3500,3500, 36 months,10.16%,113.2,6 years,MORTGAGE,78400,Current,home_improvement,NJ,17.89,2,14/03/2000 10:37,17,12,12924,23,1890.94,2026.98,1609.07,417.91
1468332,6000,6000, 36 months,16.29%,211.81,5 years,RENT,50000,Current,debt_consolidation,NY,16.1,2,09/09/2006 1:21,7,12,7856,19,3367.98,3804.12,2632.02,1172.1
1468540,3000,3000, 36 months,8.90%,95.26,10+ years,MORTGAGE,70000,Current,home_improvement,AZ,11.18,0,30/10/2002 4:51,NA,9,5694,18,1605.19,1707.84,1394.81,313.03
1468720,21575,21575, 36 months,13.11%,728.1,7 years,RENT,55000,Current,debt_consolidation,NY,9.34,0,18/12/2004 5:19,71,6,1939,7,11850.53,13090.14,9724.47,3365.67
1468830,16750,16750, 36 months,14.33%,575.17,4 years,RENT,45000,Current,debt_consolidation,AZ,25.31,0,14/10/1988 6:50,NA,14,10931,26,9280.79,10332.83,7469.21,2863.62
1468997,10000,10000, 36 months,15.31%,348.18,2 years,RENT,55000,Late (16-30 days),debt_consolidation,FL,20.25,0,10/10/1983 5:38,25,14,8342,25,5842.62,5917.53,4157.38,1760.15
1469161,15000,15000, 36 months,14.09%,513.33,5 years,MORTGAGE,42500,Current,wedding,AZ,22.25,1,25/09/2003 9:20,15,12,7201,25,8294.69,9226.34,6705.31,2521.03
1469341,35000,35000, 36 months,20.49%,1309.49,4 years,RENT,93000,Current,small_business,CO,8.65,0,12/08/2000 7:03,42,6,27808,29,20151.4,23562.18,14848.6,8713.58
1469539,14100,14100, 36 months,14.09%,482.53,4 years,MORTGAGE,45000,Current,debt_consolidation,TX,15.04,0,17/03/1994 8:03,NA,16,16141,40,7798.9,8670.24,6301.1,2369.14
1469742,15000,15000, 36 months,15.31%,522.26,10+ years,MORTGAGE,70000,Late (31-120 days),home_improvement,MI,33.98,2,18/01/1988 10:18,15,21,11740,32,9569.34,7831.95,5430.66,2401.29
1469895,18200,18200, 36 months,12.12%,605.55,2 years,MORTGAGE,50000,Current,small_business,CO,21.62,0,04/07/1996 10:27,NA,9,1197,20,9923.77,10895.82,8276.23,2619.59
1470112,3025,3025, 36 months,11.14%,99.24,7 years,RENT,60000,Fully Paid,debt_consolidation,WY,23.46,0,29/05/2003 2:10,26,15,23256,32,0,3105.68,3025,80.68
1470315,6400,6400, 36 months,14.09%,219.02,10+ years,MORTGAGE,60000,Current,small_business,GA,8.78,0,16/11/1999 1:17,NA,10,17043,14,3543.26,3930.84,2856.74,1074.1
1470481,12175,12175, 36 months,7.90%,380.96,8 years,MORTGAGE,105969,Charged Off,small_business,NY,6.56,0,21/01/1993 4:24,NA,22,627,43,0,2152.18,1214.11,308.41
1470643,12000,12000, 36 months,14.33%,412.06,9 years,RENT,45000,Current,credit_card,FL,22.05,0,15/02/1994 3:04,NA,8,16393,31,6651.83,7398.72,5348.18,2050.54
1471244,12000,12000, 36 months,18.49%,436.79,10+ years,RENT,75000,Current,debt_consolidation,CA,20.01,3,20/04/1999 7:01,19,19,16706,49,6831.55,7845.3,5168.44,2676.86
1471480,11450,11450, 36 months,7.62%,356.8,5 years,RENT,52000,Fully Paid,debt_consolidation,NY,10.45,0,28/06/2003 9:00,NA,13,8384,24,0,12037.88,11450,587.88
1472012,10000,10000, 36 months,17.77%,360.38,4 years,RENT,30000,Current,debt_consolidation,NC,33.72,0,30/05/2003 6:00,NA,15,11812,15,5661.69,6480.54,4338.31,2142.23
1472294,3000,3000, 36 months,6.62%,92.12,10+ years,MORTGAGE,85000,Fully Paid,home_improvement,OK,17.46,0,12/07/1989 11:21,NA,12,21432,31,0,3145.95,3000,145.95
1472486,6000,6000, 36 months,7.62%,186.97,10+ years,RENT,55000,Charged Off,credit_card,NY,15.99,0,02/02/1991 12:47,NA,8,4661,17,0,2429.74,1995.73,416.68
1472801,10475,10475, 36 months,11.14%,343.64,n/a,RENT,44604,Current,debt_consolidation,SC,24.08,0,14/09/1995 10:30,NA,8,18901,31,5672.33,6185.01,4802.67,1382.34
1473152,6000,6000, 36 months,15.31%,208.91,10+ years,MORTGAGE,114600,Current,medical,CO,16.04,2,14/09/1994 4:43,3,7,58229,13,3341.65,3759.02,2658.35,1100.67
1473282,10000,10000, 36 months,12.12%,332.72,< 1 year,OWN,50000,Default,debt_consolidation,TX,17.39,0,23/11/2004 10:12,NA,8,5174,11,6800.37,4322.37,3199.63,1122.74
1473540,10625,10625, 60 months,18.75%,274.16,10+ years,RENT,32000,Current,debt_consolidation,TX,31.09,0,09/12/1995 2:30,NA,4,9849,14,8398.68,4931.14,2226.32,2704.82
1473749,20000,20000, 36 months,11.14%,656.11,10+ years,MORTGAGE,55000,Current,debt_consolidation,MO,31.16,0,01/07/1997 7:41,49,11,19058,23,10829.95,11809.47,9170.05,2639.42
1473968,5375,5375, 36 months,12.12%,178.84,6 years,RENT,19200,Fully Paid,debt_consolidation,OH,14.25,0,23/12/1998 12:18,33,11,6623,36,0,5772.83,5375,397.83
1474208,22000,22000, 36 months,7.62%,685.55,10+ years,MORTGAGE,1.00E+05,Current,debt_consolidation,VA,20.8,0,21/12/1992 12:51,43,11,10697,26,16960.7,6169.95,5039.3,1130.65
1474430,19600,19600, 36 months,7.90%,613.29,10+ years,OWN,50000,Charged Off,debt_consolidation,GA,4.34,0,04/04/1991 10:16,NA,8,2007,35,0,6129.8,4986.05,1143.75
1474558,10000,10000, 36 months,13.11%,337.47,3 years,RENT,90000,Current,credit_card,TX,15.93,1,10/04/2007 2:29,17,8,11217,12,5495.16,6064.02,4504.85,1559.17
1474854,10000,10000, 36 months,14.09%,342.22,9 years,RENT,50000,Current,car,NY,28.13,0,14/07/2006 5:24,NA,9,7066,16,5532.27,6147.54,4467.73,1679.81
1475152,8000,8000, 36 months,11.14%,262.45,2 years,RENT,52000,Fully Paid,debt_consolidation,KY,11.91,1,15/03/1995 9:40,17,10,5146,18,0,8923.51,8000,923.51
1475342,6100,6100, 36 months,16.29%,215.34,5 years,RENT,25000,Current,debt_consolidation,CA,14.59,0,11/06/2001 10:50,43,11,6821,19,3423.3,3868.64,2676.7,1191.94
1475490,13700,13700, 36 months,7.90%,428.68,5 years,OWN,36000,Fully Paid,other,CA,24.52,0,18/05/2000 11:23,78,7,4310,28,0,14430.04,13700,730.04
1475664,21200,21200, 36 months,12.12%,705.36,10+ years,MORTGAGE,54000,Current,debt_consolidation,PA,21.02,0,21/05/1989 9:54,37,8,8210,25,11564.82,12684.92,9635.18,3049.74
1475904,13000,13000, 36 months,12.12%,432.54,< 1 year,RENT,50000,Current,debt_consolidation,PA,10.92,0,24/05/1993 10:06,NA,12,13646,19,8148.56,6486.7,4851.44,1635.26
1476146,9000,9000, 36 months,15.80%,315.53,3 years,RENT,65000,Current,debt_consolidation,MA,22.15,0,28/12/2003 9:47,35,22,6995,27,5037.04,5665.43,3962.95,1702.48
1476413,20000,20000, 60 months,12.12%,446.11,10+ years,MORTGAGE,74000,Current,credit_card,TX,18.58,0,27/01/1987 5:31,NA,12,35191,28,15228.38,7995.13,4771.62,3223.51
1476657,9000,9000, 36 months,7.90%,281.62,2 years,RENT,42000,Fully Paid,debt_consolidation,WY,16.54,0,06/10/1991 11:05,37,12,11580,29,0,9281.31,9000,281.31
1476846,16450,16450, 60 months,19.72%,433.27,4 years,RENT,42000,Charged Off,debt_consolidation,CA,25.54,0,30/03/1998 10:09,NA,12,15412,32,0,2591.16,1015.39,1575.77
1476997,14500,14500, 36 months,12.12%,482.44,4 years,MORTGAGE,47000,Current,home_improvement,GA,29.59,0,10/09/2001 12:21,79,12,29911,23,7911.75,8673.55,6588.25,2085.3
1477136,16000,16000, 36 months,12.12%,532.35,1 year,RENT,50000,Current,debt_consolidation,NY,18.23,0,10/10/2001 1:53,31,14,16309,38,8725.88,9576.52,7274.12,2302.4
1477360,4225,4225, 36 months,6.03%,128.6,4 years,MORTGAGE,31000,Charged Off,small_business,NY,14.52,0,20/06/2000 7:24,NA,17,3907,26,0,1542.12,1323.72,218.4
1477574,7750,7750, 36 months,14.09%,265.22,4 years,RENT,40000,Current,debt_consolidation,RI,23.07,0,09/11/2001 1:44,NA,7,6898,16,4287.03,4764.95,3462.97,1301.98
1477800,12500,12500, 36 months,14.09%,427.77,10+ years,MORTGAGE,101000,Current,debt_consolidation,MA,11.25,0,28/07/1998 5:34,71,11,6975,29,6917.17,7681.84,5582.83,2099.01
1477968,7750,7750, 36 months,12.12%,257.86,6 years,MORTGAGE,40000,Current,home_improvement,NC,16.77,0,19/03/2006 6:19,NA,9,5606,19,4230.08,4634,3519.92,1114.08
1478162,5000,5000, 36 months,13.11%,168.74,4 years,RENT,38000,Charged Off,debt_consolidation,IL,4.74,0,26/12/1992 7:33,NA,7,3621,11,0,2018.64,1450.25,568.39
1478407,6250,6250, 36 months,15.31%,217.61,n/a,MORTGAGE,21850,Current,home_improvement,MA,9.12,0,22/11/2005 8:40,NA,4,6732,8,3481.29,3915.11,2768.7,1146.41
1478726,6850,6850, 36 months,8.90%,217.51,n/a,OWN,23000,Current,debt_consolidation,KY,23.27,0,13/03/1990 7:50,NA,7,17674,19,3660.04,3905.83,3189.96,715.87
1478943,8875,8875, 60 months,11.14%,193.59,7 years,MORTGAGE,122645,Current,car,NC,10.13,0,02/08/1993 11:15,NA,7,16554,21,6713.03,3475.44,2161.97,1313.47
1479070,15000,15000, 36 months,12.12%,499.08,6 years,MORTGAGE,61000,Current,debt_consolidation,CA,13.36,0,10/12/2001 10:20,NA,12,13800,35,8185.12,8971.88,6814.88,2157
1479264,6250,6250, 36 months,7.90%,195.57,4 years,MORTGAGE,50000,Current,debt_consolidation,NY,20.06,0,10/10/2007 12:14,NA,11,5171,17,3314.04,3514.48,2935.96,578.52
1479479,5825,5825, 36 months,14.33%,200.02,2 years,RENT,26000,Current,credit_card,NC,19.2,0,09/12/2007 12:54,NA,4,2578,8,3235.55,3582.17,2589.45,992.72
1479644,4800,4800, 36 months,14.09%,164.27,n/a,MORTGAGE,35000,Fully Paid,home_improvement,KY,18.86,0,21/10/1982 2:29,29,12,12624,30,0,5503.95,4800,703.95
1479864,10050,10050, 36 months,18.49%,365.81,7 years,MORTGAGE,30000,Current,other,WI,19.8,0,27/02/2000 5:01,81,12,7601,27,6002.04,6193.78,4047.96,2145.82
1480093,30000,30000, 36 months,18.49%,1091.97,10+ years,MORTGAGE,80000,Current,debt_consolidation,OH,20.66,0,09/10/1990 5:40,NA,11,45262,31,17069.02,19628.09,12930.98,6697.11
1480288,14000,14000, 36 months,17.27%,501.03,10+ years,MORTGAGE,103000,Fully Paid,debt_consolidation,VA,16.04,0,01/04/1992 7:51,NA,12,40228,27,0,14201.52,14000,201.52
1480448,9450,9450, 36 months,17.27%,338.19,10+ years,OWN,78000,Current,debt_consolidation,SC,21.85,1,13/03/1990 8:14,17,11,3980,20,5581.79,5775.02,3868.21,1889.9
1481102,13800,13800, 36 months,10.16%,446.33,3 years,MORTGAGE,69000,Current,debt_consolidation,CO,20.09,1,05/06/1997 7:54,7,12,7149,27,7435.9,8016.94,6364.1,1652.84
1481480,20000,20000, 36 months,19.72%,740.43,10+ years,RENT,67000,Current,debt_consolidation,CA,29.49,0,18/08/2000 9:27,NA,20,26373,29,11461.99,13318.9,8538.01,4780.89
1481767,3600,3600, 36 months,14.33%,123.62,3 years,RENT,70000,Fully Paid,house,AR,10.89,0,06/12/2002 9:32,47,7,10010,22,0,3643.18,3600,43.18
1482005,13000,13000, 36 months,13.11%,438.72,7 years,RENT,90000,Current,debt_consolidation,NY,14.74,0,29/04/2004 11:50,NA,12,6181,26,7145.62,7880.47,5854.38,2026.09
1482372,4700,4700, 36 months,6.03%,143.05,4 years,MORTGAGE,83000,Current,debt_consolidation,NY,17.29,0,07/01/1998 12:07,NA,11,5566,34,2587.12,2430.49,2112.88,317.61
1482566,7200,7200, 36 months,14.09%,246.4,2 years,RENT,40000,Current,credit_card,NY,19.78,0,26/01/1999 1:32,60,8,10890,18,3988.13,4419.39,3211.87,1207.52
1482749,9600,9600, 36 months,13.11%,323.98,4 years,MORTGAGE,62000,Current,credit_card,OH,23.94,0,18/11/1995 3:34,56,11,15352,25,5270.49,5827.9,4329.51,1498.39
1483056,12000,12000, 36 months,8.90%,381.04,3 years,MORTGAGE,120000,Current,debt_consolidation,NY,2.84,0,15/03/2007 6:32,NA,6,10772,14,6405.88,6849.54,5594.12,1255.42
1483243,17325,17325, 36 months,19.05%,635.51,10+ years,RENT,45000,Late (31-120 days),debt_consolidation,NY,34.05,0,17/04/1995 7:29,45,15,21701,47,10834.77,10199.52,6490.23,3709.29
1483515,15000,15000, 36 months,19.05%,550.22,7 years,OWN,1.00E+05,Current,credit_card,NV,3.58,0,22/06/1994 7:36,43,9,6951,18,8563.09,9893.08,6436.91,3456.17
1483751,35000,35000, 60 months,15.31%,838.36,10+ years,MORTGAGE,144425,Current,debt_consolidation,CA,16.61,0,29/03/1993 7:42,NA,12,68490,26,27146.57,15054.27,7853.43,7200.84
1483899,10000,10000, 36 months,12.12%,332.72,10+ years,RENT,38000,Current,credit_card,NY,8.4,0,27/01/1999 9:51,NA,4,9235,5,5454.91,5983.69,4545.09,1438.6
1484070,6000,6000, 36 months,12.12%,199.63,4 years,MORTGAGE,55000,Fully Paid,debt_consolidation,AZ,27.21,0,07/03/2003 10:06,NA,19,8969,31,0,6828.09,6000,828.09
1485171,21200,21200, 60 months,22.95%,597.03,1 year,RENT,54000,Late (16-30 days),debt_consolidation,OH,31.67,0,15/10/1995 2:06,71,9,30460,38,17657.29,9541.6,3542.71,5998.89
1485372,21000,21000, 60 months,23.28%,595.39,7 years,RENT,134803,Current,debt_consolidation,NY,10.78,0,24/10/1999 2:58,NA,12,21692,35,17014.57,10666.87,3985.44,6681.43
1485598,26000,26000, 36 months,10.16%,840.91,10+ years,MORTGAGE,75000,Current,debt_consolidation,PA,15.3,0,09/10/1979 4:43,NA,17,25126,31,13999.29,15117.51,12000.71,3116.8
1485808,18975,18975, 36 months,12.12%,631.33,5 years,MORTGAGE,48000,Current,debt_consolidation,NY,9.55,0,16/05/2001 5:10,NA,10,16218,20,10346.46,11359.69,8628.54,2731.15
1485992,8875,8875, 36 months,11.14%,291.15,< 1 year,RENT,27000,Fully Paid,other,CA,20.89,0,24/12/1999 10:52,56,8,6475,17,0,9914.95,8875,1024.95
1486518,25875,25875, 60 months,11.14%,564.4,10+ years,MORTGAGE,82000,Current,debt_consolidation,SC,24.97,0,16/02/2001 7:06,NA,12,16795,28,19560.38,10151.21,6314.62,3836.59
1486670,4200,4200, 36 months,17.27%,150.31,3 years,RENT,22124.16,Current,debt_consolidation,OH,32.27,0,14/01/1996 6:08,48,14,6685,24,2374.79,2696.23,1825.21,871.02
1486845,15000,15000, 36 months,11.14%,492.08,4 years,MORTGAGE,86000,Fully Paid,debt_consolidation,VA,10.51,1,20/01/2007 9:35,11,8,4540,14,0,16132.9,15000,1132.9
1487020,14500,14500, 36 months,12.12%,482.44,7 years,MORTGAGE,41000,Current,credit_card,WV,27.83,0,01/03/1993 9:31,80,5,8542,15,7907.26,8679.5,6592.74,2086.76
1487372,19000,19000, 36 months,12.12%,632.17,10+ years,MORTGAGE,130000,Current,debt_consolidation,CA,16.58,0,20/11/1994 11:41,33,14,98562,49,10360.95,11373.45,8639.05,2734.4
1487501,2375,2375, 36 months,13.11%,80.15,n/a,OWN,8400,Charged Off,moving,CO,2.86,0,23/04/2007 9:50,NA,2,487,5,0,535.28,275.64,124.02
1487722,20000,20000, 60 months,19.05%,519.37,3 years,MORTGAGE,101000,Current,debt_consolidation,NJ,17.82,0,17/04/2001 3:32,NA,14,25316,26,15844.25,9320.78,4155.75,5165.03
1488078,9125,9125, 36 months,14.09%,312.27,5 years,MORTGAGE,66557,Current,debt_consolidation,IL,21.62,0,19/10/2000 7:37,48,11,8696,38,5051.01,5605.73,4073.99,1531.74
1488293,14500,14500, 36 months,12.12%,482.44,5 years,RENT,37000,Current,debt_consolidation,NY,14.92,1,15/01/1990 7:06,20,10,7355,22,7909.83,8676.1,6590.17,2085.93
1488646,10400,10400, 36 months,18.49%,378.55,1 year,OWN,132000,Charged Off,debt_consolidation,TX,19.95,0,06/09/1997 8:05,42,20,13750,57,0,1687.76,661.19,467.86
1488849,18000,18000, 36 months,11.14%,590.5,10+ years,RENT,187000,Current,debt_consolidation,VA,3.65,0,11/07/1985 12:20,36,6,7983,22,9747.9,10627.3,8252.1,2375.2
1489018,3500,3500, 36 months,7.90%,109.52,10+ years,RENT,35000,Current,other,GA,3.81,0,25/11/2000 6:28,NA,5,5651,15,1854.99,1969.15,1645.01,324.14
1489221,16425,16425, 36 months,15.31%,571.88,6 years,RENT,55000,Current,debt_consolidation,MA,6.95,0,17/02/2001 3:14,27,10,13904,28,9146.22,10292.65,7278.78,3013.87
1489496,24125,24125, 60 months,21.00%,652.67,3 years,MORTGAGE,62000,Charged Off,home_improvement,CA,10.22,0,30/11/2004 9:07,NA,9,20231,10,0,5915.17,1438.14,3125.49
1489804,12000,12000, 36 months,12.12%,399.26,4 years,MORTGAGE,105000,Current,debt_consolidation,TX,19.41,0,25/06/1994 3:07,NA,10,32028,28,6546.07,7180.22,5453.93,1726.29
1490023,10000,10000, 36 months,14.33%,343.39,2 years,RENT,45000,Current,small_business,FL,23.2,0,13/01/2008 11:11,27,8,7614,10,5547.75,6159.09,4452.25,1706.84
1490239,25000,25000, 60 months,23.63%,713.85,4 years,OWN,88100,Fully Paid,debt_consolidation,OH,13.73,0,23/07/2000 2:19,NA,11,16450,41,0,30148.12,25000,5148.12
1490516,19200,19200, 60 months,22.95%,540.71,4 years,MORTGAGE,56000,Current,debt_consolidation,VA,19.84,0,02/06/2004 7:42,71,10,12355,23,15515.95,9725.98,3684.05,6041.93
