id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,loan_performance
3218961,28000,28000, 60 months,17.77,707.52,10+ years,MORTGAGE,130000.0,Current,debt_consolidation,MD,32.91,0.0,1995-12-22 06:24:00,,20.0,58615.0,47.0,23838.4,9190.44,4161.6,5028.84,Good
3219200,17475,17475, 36 months,11.14,573.27,10+ years,RENT,80000.0,In Grace Period,credit_card,CA,11.66,0.0,1996-01-27 08:11:00,48.0,13.0,10414.0,41.0,12282.67,6979.24,5192.33,1786.91,Bad
3219390,24000,24000, 60 months,13.11,547.43,2 years,MORTGAGE,75000.0,Current,debt_consolidation,LA,5.89,0.0,1986-09-11 09:13:00,,6.0,14907.0,21.0,20364.3,6568.44,3635.7,2932.74,Good
3219551,11500,11500, 36 months,17.77,414.43,10+ years,MORTGAGE,33000.0,Current,debt_consolidation,AZ,19.09,0.0,2001-02-26 09:34:00,,6.0,13806.0,13.0,8322.06,4969.32,3177.94,1791.38,Good
3219802,32350,32350, 60 months,21.98,893.11,10+ years,MORTGAGE,72000.0,Current,debt_consolidation,UT,18.08,0.0,1982-03-06 12:30:00,,16.0,23603.0,22.0,28357.04,10716.48,3992.96,6723.52,Good
3219955,7200,7200, 36 months,18.49,262.08,2 years,RENT,54000.0,Current,debt_consolidation,MD,21.78,2.0,2000-12-27 05:12:00,6.0,18.0,3698.0,50.0,5042.86,3407.04,2157.14,1249.9,Good
3220173,12250,12250, 36 months,16.29,432.43,3 years,RENT,35100.0,Current,debt_consolidation,NY,17.91,0.0,2005-11-30 05:16:00,,14.0,13305.0,25.0,8498.53,5614.63,3751.47,1863.16,Good
3220288,12800,12800, 36 months,17.27,458.08,10+ years,MORTGAGE,71000.0,Current,credit_card,MI,20.16,0.0,2003-03-16 06:48:00,,11.0,13725.0,19.0,9243.53,5492.4,3556.47,1935.93,Good
3220484,8750,8750, 36 months,13.11,295.29,10+ years,RENT,39000.0,Current,debt_consolidation,CA,10.12,0.0,1985-03-21 04:04:00,,14.0,8572.0,20.0,6207.99,3538.32,2542.01,996.31,Good
3220678,4725,4725, 36 months,19.05,173.32,Not Specify,OWN,16584.0,Late (31-120 days),home_improvement,PA,20.69,0.0,1990-04-24 09:16:00,49.0,9.0,7856.0,19.0,3553.52,1906.52,1171.48,735.04,Bad
3220884,9000,9000, 36 months,11.14,295.25,4 years,MORTGAGE,72000.0,Current,debt_consolidation,CA,18.08,0.0,2001-09-23 11:34:00,,14.0,21243.0,31.0,6089.27,3838.25,2910.73,927.52,Good
3221105,16000,16000, 60 months,17.77,404.3,10+ years,MORTGAGE,70000.0,Current,debt_consolidation,RI,12.77,0.0,2001-03-27 02:04:00,,17.0,10896.0,31.0,13620.02,5255.9,2379.98,2875.92,Good
3221284,20000,20000, 36 months,17.27,715.75,10+ years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,TX,6.26,3.0,1982-03-07 03:10:00,2.0,13.0,8944.0,30.0,0.0,22360.08,20000.0,2360.08,Good
3221512,20000,20000, 36 months,7.9,625.81,10+ years,MORTGAGE,48000.0,Current,debt_consolidation,CA,15.37,0.0,1999-01-07 06:29:00,47.0,13.0,18436.0,37.0,13321.87,8128.57,6678.13,1450.44,Good
3221656,35000,35000, 36 months,13.11,1181.15,7 years,MORTGAGE,110000.0,Current,debt_consolidation,TX,14.35,0.0,1994-08-06 06:40:00,,15.0,44830.0,41.0,23913.43,15346.31,11086.57,4259.74,Good
3234657,30000,30000, 60 months,17.27,749.94,6 years,OWN,172000.0,Late (31-120 days),home_improvement,GA,20.72,3.0,2002-07-15 10:10:00,17.0,16.0,3470.0,38.0,26968.77,6742.8,3031.23,3711.57,Bad
3234786,15000,15000, 36 months,19.72,555.32,< 1 year,RENT,64000.0,Current,debt_consolidation,NY,21.75,0.0,1995-10-20 11:51:00,,9.0,9947.0,35.0,10567.56,7214.36,4432.44,2781.92,Good
3234972,24575,24575, 36 months,13.11,829.34,6 years,MORTGAGE,108000.0,Fully Paid,debt_consolidation,CA,32.17,0.0,2000-12-22 12:57:00,74.0,13.0,29613.0,26.0,0.0,27177.66,24575.0,2602.66,Good
3235137,24000,24000, 36 months,8.9,762.08,10+ years,MORTGAGE,90000.0,Current,credit_card,WA,26.34,0.0,1987-01-05 02:07:00,,15.0,38431.0,42.0,16059.71,9907.04,7940.29,1966.75,Good
3235374,12500,12500, 36 months,15.8,438.23,3 years,RENT,36000.0,Current,debt_consolidation,TX,27.6,0.0,2006-08-23 05:55:00,,10.0,11395.0,18.0,8653.6,5688.02,3846.4,1841.62,Good
3235535,12000,12000, 36 months,13.11,404.97,5 years,OWN,52000.0,Fully Paid,debt_consolidation,GA,12.91,0.0,1994-05-28 08:44:00,,9.0,17824.0,17.0,0.0,13068.29,12000.0,1068.29,Good
3235708,25000,25000, 60 months,14.33,586.0,10+ years,MORTGAGE,81000.0,Current,debt_consolidation,TX,29.12,0.0,1990-08-18 06:05:00,,18.0,29016.0,33.0,20983.21,7618.0,4016.79,3601.21,Good
3235936,21000,21000, 36 months,7.62,654.39,10+ years,OWN,90000.0,Current,debt_consolidation,CA,16.8,0.0,1992-02-09 09:00:00,,15.0,32514.0,32.0,13972.1,8495.19,7027.9,1467.29,Good
3236115,10200,10200, 36 months,17.77,367.58,10+ years,RENT,50000.0,Current,debt_consolidation,OK,26.06,1.0,1999-04-03 11:34:00,14.0,12.0,8972.0,41.0,7121.84,4776.98,3078.16,1698.82,Good
3236313,5600,5600, 36 months,6.03,170.44,10+ years,MORTGAGE,108000.0,Current,major_purchase,IL,1.13,0.0,1999-03-07 08:01:00,34.0,23.0,834.0,51.0,1572.67,4212.15,4027.33,184.82,Good
3236535,18000,18000, 60 months,14.33,421.92,7 years,MORTGAGE,91000.0,Current,debt_consolidation,MO,21.94,0.0,1996-06-17 06:34:00,,15.0,33874.0,29.0,15121.05,5459.88,2878.95,2580.93,Good
3236742,18000,18000, 36 months,10.16,582.17,6 years,RENT,60000.0,Current,debt_consolidation,TX,14.03,0.0,2006-10-24 02:04:00,,7.0,19293.0,8.0,12127.97,7558.13,5872.03,1686.1,Good
3236970,5000,5000, 36 months,15.31,174.09,< 1 year,RENT,45000.0,Current,debt_consolidation,VA,23.73,0.0,1987-01-07 09:09:00,,22.0,13649.0,31.0,3451.79,2262.09,1548.21,713.88,Good
3237193,8000,8000, 36 months,12.12,266.18,10+ years,OWN,42000.0,Current,debt_consolidation,AR,34.86,0.0,2002-08-16 02:17:00,,9.0,7763.0,21.0,5438.47,3460.34,2561.53,898.81,Good
3237391,18225,18225, 36 months,6.03,554.69,7 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,CA,23.76,0.0,1998-12-05 04:29:00,,16.0,10382.0,47.0,0.0,19168.76,18225.0,943.76,Good
3237576,12000,12000, 36 months,7.62,373.94,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,LA,12.43,0.0,1999-10-01 09:00:00,48.0,6.0,4210.0,27.0,0.0,12076.43,12000.0,76.43,Good
3237701,30000,30000, 36 months,16.29,1059.02,10+ years,RENT,88000.0,Current,debt_consolidation,CA,19.21,0.0,1992-04-11 04:07:00,75.0,10.0,16462.0,20.0,20806.25,13759.82,9193.75,4566.07,Good
3237883,25200,25200, 60 months,23.28,714.46,5 years,OWN,120000.0,Fully Paid,home_improvement,OH,21.92,0.0,1996-10-17 09:04:00,25.0,12.0,10222.0,58.0,0.0,27590.35,25200.0,2390.35,Good
3238083,24775,24775, 60 months,17.27,619.33,10+ years,MORTGAGE,72000.0,Current,debt_consolidation,CO,10.39,1.0,1990-10-19 11:08:00,10.0,10.0,20435.0,30.0,21053.3,8039.29,3721.7,4317.59,Good
3238229,7725,7725, 36 months,14.09,264.36,8 years,MORTGAGE,60000.0,Current,debt_consolidation,LA,24.36,0.0,1993-01-06 11:51:00,60.0,13.0,11187.0,29.0,5308.28,3426.84,2416.72,1010.12,Good
3238427,17050,17050, 60 months,15.8,412.82,6 years,MORTGAGE,43924.0,Current,debt_consolidation,PA,25.68,0.0,2002-10-16 02:57:00,,9.0,11516.0,19.0,14398.67,5366.66,2651.33,2715.33,Good
3238673,6000,6000, 36 months,17.27,214.73,2 years,RENT,45000.0,Fully Paid,small_business,CO,13.15,0.0,2005-05-03 08:25:00,,4.0,13750.0,6.0,0.0,6662.89,6000.0,662.89,Good
3238863,15000,15000, 36 months,14.09,513.33,2 years,RENT,61000.0,Current,debt_consolidation,CA,3.0,0.0,1982-03-06 11:45:00,,9.0,4961.0,28.0,10299.95,6664.53,4700.05,1964.48,Good
3239048,4000,4000, 36 months,19.72,148.09,6 years,MORTGAGE,102000.0,Current,vacation,NC,12.56,0.0,2004-08-07 07:52:00,,10.0,19919.0,18.0,2818.41,1923.13,1181.59,741.54,Good
3239222,3300,3300, 36 months,10.16,106.73,< 1 year,MORTGAGE,30000.0,Current,car,KS,0.0,0.0,2000-09-27 10:23:00,,6.0,0.0,15.0,1220.82,2378.22,2079.18,299.04,Good
3239461,20375,20375, 60 months,12.12,454.47,Not Specify,MORTGAGE,50000.0,Current,debt_consolidation,KY,27.6,0.0,1999-01-06 01:01:00,,21.0,21152.0,36.0,16944.12,5898.87,3430.88,2467.99,Good
3239615,16000,16000, 36 months,11.14,524.89,10+ years,OWN,50000.0,Current,credit_card,IL,20.71,0.0,2002-07-19 02:40:00,,16.0,13119.0,40.0,10825.35,6823.57,5174.65,1648.92,Good
3239810,35000,35000, 60 months,16.29,856.54,6 years,MORTGAGE,90000.0,Current,debt_consolidation,NM,20.85,0.0,1997-01-16 03:56:00,,12.0,38724.0,22.0,29620.52,11127.58,5379.49,5748.09,Good
3239949,31300,31300, 60 months,20.49,837.82,Not Specify,MORTGAGE,70000.0,Current,debt_consolidation,IL,14.59,0.0,1984-07-23 06:44:00,,6.0,21915.0,25.0,26941.61,10851.7,4358.39,6493.31,Good
3240065,8000,8000, 36 months,7.9,250.33,< 1 year,OWN,104000.0,Current,credit_card,GA,21.52,0.0,1996-05-21 08:21:00,31.0,6.0,13521.0,22.0,5326.39,3254.29,2673.61,580.68,Good
3240245,8000,8000, 36 months,14.09,273.78,< 1 year,RENT,47000.0,Current,credit_card,FL,13.91,0.0,2000-12-27 03:36:00,69.0,10.0,9439.0,13.0,5494.77,3552.3,2505.23,1047.07,Good
3240436,5000,5000, 36 months,18.75,182.65,10+ years,RENT,51000.0,Current,major_purchase,CO,12.45,0.0,1999-06-06 09:01:00,67.0,10.0,15108.0,17.0,3509.11,2369.77,1490.89,878.88,Good
3240643,10000,10000, 36 months,14.33,343.39,6 years,RENT,48000.0,Current,credit_card,CO,16.2,0.0,1999-07-28 09:13:00,,8.0,10044.0,13.0,7139.93,4104.29,2860.07,1244.22,Good
3240926,8650,8650, 36 months,13.11,291.92,10+ years,MORTGAGE,47000.0,Current,debt_consolidation,MN,10.37,0.0,1995-03-30 02:22:00,36.0,7.0,9256.0,16.0,5912.45,3789.32,2737.55,1051.77,Good
3241107,24000,24000, 36 months,8.9,762.08,10+ years,OWN,100000.0,Fully Paid,credit_card,MT,16.92,0.0,1990-07-25 06:07:00,,7.0,58341.0,19.0,0.0,25443.33,24000.0,1443.33,Good
3241409,20000,20000, 36 months,11.14,656.11,2 years,RENT,130000.0,In Grace Period,debt_consolidation,CA,5.57,0.0,2003-10-13 11:39:00,,9.0,30126.0,25.0,14057.33,7873.32,5942.67,1930.65,Bad
3244781,8000,8000, 36 months,14.33,274.71,5 years,RENT,35000.0,Current,credit_card,CA,6.86,0.0,2008-04-19 09:12:00,,7.0,7032.0,7.0,5496.28,3571.23,2503.72,1067.51,Good
3245141,18825,18825, 36 months,8.9,597.76,< 1 year,MORTGAGE,42000.0,Current,credit_card,IN,13.14,0.0,1989-09-27 03:57:00,,9.0,18237.0,28.0,12601.67,7764.76,6223.33,1541.43,Good
3254688,6000,6000, 36 months,12.12,199.63,10+ years,MORTGAGE,52000.0,Current,debt_consolidation,NC,4.22,0.0,1995-02-28 12:10:00,44.0,10.0,6375.0,23.0,4238.33,2392.08,1761.67,630.41,Good
3254900,9250,9250, 36 months,12.12,307.77,Not Specify,MORTGAGE,28000.0,Current,debt_consolidation,PA,28.59,0.0,1985-12-17 09:57:00,25.0,8.0,20048.0,21.0,6531.56,3691.2,2718.44,972.76,Good
3255100,30000,30000, 36 months,14.33,1030.15,1 year,MORTGAGE,140000.0,Current,debt_consolidation,PA,11.29,1.0,1988-11-01 12:16:00,12.0,6.0,4461.0,37.0,20611.22,13391.95,9388.78,4003.17,Good
3255307,15000,15000, 36 months,12.12,499.08,10+ years,RENT,62000.0,Current,debt_consolidation,CA,8.12,0.0,1978-07-27 03:59:00,36.0,16.0,12496.0,32.0,10199.89,6484.44,4800.11,1684.33,Good
3255522,21200,21200, 60 months,23.63,605.34,9 years,RENT,48000.0,Current,debt_consolidation,MA,26.93,0.0,2004-06-02 04:02:00,,17.0,17243.0,24.0,19145.7,6053.4,2054.3,3999.1,Good
3264609,18000,18000, 60 months,15.8,435.82,10+ years,MORTGAGE,62000.0,Current,debt_consolidation,FL,30.82,0.0,1994-06-11 06:24:00,40.0,9.0,16690.0,21.0,15436.22,5224.44,2563.78,2660.66,Good
3264803,14000,14000, 36 months,14.09,479.1,10+ years,RENT,72002.0,Fully Paid,debt_consolidation,OR,19.73,0.0,1983-04-02 08:58:00,,11.0,38309.0,20.0,0.0,14482.1,14000.0,482.1,Good
3265020,25000,25000, 36 months,10.16,808.56,10+ years,MORTGAGE,150000.0,Current,debt_consolidation,OR,14.29,0.0,1998-07-12 12:38:00,,8.0,18879.0,19.0,16844.19,10497.72,8155.81,2341.91,Good
3265289,10000,10000, 36 months,16.29,353.01,5 years,RENT,36000.0,Current,credit_card,CA,31.0,0.0,2007-05-26 04:19:00,,13.0,6615.0,20.0,7189.14,4236.12,2810.86,1425.26,Good
3265558,24200,24200, 60 months,12.12,539.79,10+ years,MORTGAGE,115000.0,Current,debt_consolidation,MA,19.91,0.0,1991-01-21 02:46:00,,14.0,18718.0,32.0,20127.34,7002.27,4072.66,2929.61,Good
3284676,9600,9600, 36 months,15.31,334.25,7 years,OWN,39000.0,Current,credit_card,IL,18.4,1.0,1994-03-14 08:17:00,20.0,12.0,10650.0,25.0,7117.03,3675.35,2482.97,1192.38,Good
3284877,14100,14100, 36 months,11.14,462.56,5 years,MORTGAGE,40000.0,Current,debt_consolidation,MI,7.26,0.0,2001-09-25 11:07:00,,9.0,12012.0,25.0,9540.01,6013.04,4559.99,1453.05,Good
3285124,24000,24000, 36 months,13.11,809.93,8 years,RENT,69307.19,Current,debt_consolidation,AZ,14.61,0.0,2002-03-24 01:37:00,,8.0,32415.0,14.0,17021.78,9713.28,6978.22,2735.06,Good
3285342,30000,30000, 36 months,15.8,1051.76,10+ years,MORTGAGE,198000.0,Current,debt_consolidation,CA,12.49,0.0,1977-11-08 04:27:00,27.0,11.0,4286.0,21.0,21522.35,12621.12,8477.65,4143.47,Good
3285574,10000,10000, 36 months,13.11,337.47,10+ years,RENT,49416.36,Current,debt_consolidation,NY,15.23,0.0,1994-09-03 05:33:00,,8.0,12688.0,15.0,6835.4,4380.51,3164.6,1215.91,Good
3285792,7000,7000, 36 months,12.12,232.91,10+ years,MORTGAGE,90000.0,Current,credit_card,TX,11.48,0.0,1997-04-01 05:37:00,56.0,18.0,16082.0,54.0,4941.62,2794.92,2058.37,736.55,Good
3285938,7425,7425, 36 months,18.75,271.24,8 years,MORTGAGE,70000.0,Current,small_business,NY,12.29,1.0,1999-01-10 12:28:00,18.0,10.0,7861.0,14.0,5396.96,3249.48,2028.04,1221.44,Good
3286085,15000,15000, 36 months,10.16,485.14,6 years,MORTGAGE,47000.0,Current,debt_consolidation,MT,3.7,0.0,2000-11-30 03:21:00,,8.0,8972.0,21.0,10100.17,6306.82,4899.84,1406.98,Good
3286231,18000,18000, 36 months,12.12,598.89,4 years,MORTGAGE,82000.0,Current,credit_card,AZ,25.38,0.0,1998-11-11 06:35:00,,27.0,25336.0,38.0,12238.71,7782.93,5761.29,2021.64,Good
3286493,24000,24000, 60 months,11.14,523.5,10+ years,MORTGAGE,75000.0,Current,credit_card,FL,16.24,0.0,1993-12-08 09:49:00,,12.0,27145.0,18.0,19870.44,6797.46,4129.56,2667.9,Good
3286752,18250,18250, 36 months,17.27,653.12,8 years,RENT,41000.0,Current,debt_consolidation,NY,16.71,0.0,2005-09-08 08:32:00,,7.0,12118.0,10.0,12711.55,8490.56,5538.45,2952.11,Good
3286953,3200,3200, 36 months,6.62,98.26,< 1 year,MORTGAGE,65000.0,Current,credit_card,MN,14.22,0.0,2001-10-27 08:22:00,,20.0,2177.0,36.0,2116.72,1277.38,1083.28,194.1,Good
3287213,17625,17625, 36 months,12.12,586.42,10+ years,RENT,40000.0,Current,debt_consolidation,LA,14.94,0.0,1995-08-01 09:06:00,32.0,10.0,18692.0,38.0,12444.34,7034.52,5180.66,1853.86,Good
3287408,3000,3000, 36 months,21.98,114.55,10+ years,OWN,320625.0,Current,other,MO,2.75,2.0,1997-01-22 10:35:00,17.0,15.0,4088.0,29.0,2137.1,1483.87,862.9,620.97,Good
3287608,20000,20000, 36 months,13.11,674.94,6 years,MORTGAGE,98000.0,Fully Paid,debt_consolidation,TX,32.98,0.0,1987-09-12 01:10:00,48.0,14.0,32800.0,40.0,0.0,21604.96,20000.0,1604.96,Good
3287844,35000,35000, 36 months,17.77,1261.3,4 years,RENT,100000.0,Current,debt_consolidation,CA,17.22,0.0,1995-02-03 04:52:00,39.0,21.0,24609.0,45.0,20820.66,19635.6,14179.35,5456.25,Good
3288035,13200,13200, 36 months,16.29,465.97,5 years,RENT,60000.0,Charged Off,credit_card,NY,10.52,0.0,2004-08-13 05:02:00,,10.0,13815.0,15.0,0.0,2329.85,1473.36,856.49,Bad
3288267,6500,6500, 36 months,12.12,216.27,10+ years,MORTGAGE,50000.0,Current,credit_card,CO,23.57,0.0,1998-12-13 05:55:00,,7.0,22695.0,29.0,4420.9,2808.63,2079.1,729.53,Good
3288440,15000,15000, 36 months,8.9,476.3,7 years,MORTGAGE,105000.0,Current,debt_consolidation,CA,6.23,0.0,2001-09-28 08:51:00,,9.0,13436.0,15.0,10037.32,6191.9,4962.68,1229.22,Good
3288601,21000,21000, 36 months,6.62,644.78,9 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,CA,11.35,1.0,1982-03-12 11:40:00,22.0,20.0,65311.0,50.0,0.0,22193.22,21000.0,1193.22,Good
3288756,32000,32000, 36 months,18.75,1168.96,2 years,MORTGAGE,172500.0,Current,debt_consolidation,PA,25.01,2.0,1995-12-30 09:16:00,22.0,12.0,17916.0,38.0,23245.39,14027.52,8754.61,5272.91,Good
3288930,10000,10000, 36 months,18.49,363.99,10+ years,RENT,36000.0,Current,credit_card,NY,12.63,0.0,1998-12-14 09:57:00,,10.0,12142.0,29.0,7268.97,4347.72,2731.03,1616.69,Good
3289063,9000,9000, 36 months,15.8,315.53,1 year,MORTGAGE,42000.0,Fully Paid,debt_consolidation,AZ,19.63,0.0,1995-09-01 11:41:00,48.0,15.0,7987.0,38.0,0.0,9566.12,9000.0,566.12,Good
3289340,11700,11700, 36 months,10.16,378.41,5 years,MORTGAGE,65000.0,Current,credit_card,NV,16.76,0.0,1971-07-09 02:30:00,,12.0,15588.0,24.0,7889.16,4905.05,3810.84,1094.21,Good
3289532,18000,18000, 36 months,12.12,598.89,2 years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,NJ,20.08,0.0,2001-12-28 03:45:00,,10.0,33627.0,15.0,0.0,19761.25,18000.0,1761.25,Good
3289656,13300,13300, 36 months,12.12,442.52,< 1 year,RENT,50000.0,Current,debt_consolidation,AZ,21.62,0.0,2007-01-31 04:52:00,,8.0,8653.0,19.0,9392.56,5305.68,3907.44,1398.24,Good
3289817,8450,8450, 36 months,17.77,304.52,< 1 year,RENT,25000.0,Current,debt_consolidation,CA,12.48,0.0,2007-03-02 06:50:00,53.0,11.0,8411.0,17.0,5899.05,3958.76,2550.95,1407.81,Good
3290036,16000,16000, 36 months,11.14,524.89,1 year,MORTGAGE,80000.0,Current,credit_card,FL,17.03,0.0,1998-08-17 05:27:00,72.0,14.0,22987.0,26.0,10825.35,6823.57,5174.65,1648.92,Good
3290203,6000,6000, 36 months,12.12,199.63,10+ years,MORTGAGE,58100.0,Fully Paid,credit_card,WI,27.37,0.0,1995-11-01 08:34:00,,12.0,17479.0,29.0,0.0,6119.89,6000.0,119.89,Good
3290389,2875,2875, 36 months,7.9,89.96,10+ years,MORTGAGE,61289.0,Current,home_improvement,TX,12.14,0.0,1995-09-02 11:50:00,,11.0,6092.0,17.0,1991.05,1079.52,883.95,195.57,Good
3290569,13600,13600, 36 months,8.9,431.85,< 1 year,RENT,120000.0,Current,credit_card,TX,13.64,0.0,1997-04-15 10:35:00,56.0,7.0,14016.0,34.0,6745.32,7742.07,6854.68,887.39,Good
3290753,8800,8800, 36 months,13.11,296.98,7 years,MORTGAGE,44465.0,Current,debt_consolidation,OK,30.93,0.0,2001-01-04 10:01:00,,17.0,21447.0,27.0,6466.82,3265.68,2333.18,932.5,Good
3291013,15000,15000, 36 months,19.72,555.32,10+ years,RENT,80000.0,Current,debt_consolidation,NY,17.36,2.0,1986-09-11 10:00:00,22.0,10.0,9934.0,21.0,10943.23,6658.78,4056.77,2602.01,Good
3291269,5000,5000, 36 months,14.33,171.7,2 years,RENT,55000.0,Fully Paid,debt_consolidation,NY,3.99,0.0,1990-07-31 07:57:00,,5.0,8791.0,8.0,0.0,5332.87,5000.0,332.87,Good
3291467,22000,22000, 60 months,15.8,532.67,7 years,RENT,52000.0,Current,debt_consolidation,TX,23.28,0.0,1995-02-05 10:16:00,,5.0,21272.0,16.0,18581.29,6919.91,3418.71,3501.2,Good
3291721,2300,2300, 36 months,6.62,70.62,10+ years,MORTGAGE,56469.0,Current,major_purchase,NC,12.6,0.0,1994-07-10 02:41:00,,5.0,4608.0,11.0,1521.44,918.06,778.55,139.51,Good
3291891,13475,13475, 36 months,12.12,448.34,10+ years,MORTGAGE,47328.0,Current,credit_card,SC,21.73,0.0,1988-04-12 06:14:00,,10.0,20710.0,22.0,9515.6,5376.23,3959.4,1416.83,Good
3292019,1675,1675, 36 months,16.29,59.13,4 years,RENT,52000.0,Current,debt_consolidation,PA,6.12,0.0,1996-12-26 06:44:00,36.0,3.0,1132.0,17.0,1162.18,767.49,512.82,254.67,Good
3292173,20000,20000, 60 months,13.11,456.19,3 years,MORTGAGE,73000.0,Current,debt_consolidation,NY,18.73,0.0,1984-08-02 01:23:00,29.0,13.0,33188.0,28.0,16970.33,5473.56,3029.67,2443.89,Good
3292346,14575,14575, 36 months,14.09,498.78,7 years,RENT,41600.0,Current,debt_consolidation,OR,30.19,0.0,1999-10-13 10:18:00,,12.0,19437.0,29.0,10386.88,5974.32,4188.12,1786.2,Good
3292547,35000,35000, 60 months,17.27,874.93,10+ years,MORTGAGE,116000.0,Current,credit_card,TX,31.72,0.0,1985-09-05 04:32:00,,19.0,27372.0,45.0,30184.3,10479.48,4815.7,5663.78,Good
3292681,10000,10000, 36 months,13.11,337.47,6 years,RENT,130000.0,Current,debt_consolidation,IL,14.3,0.0,1992-12-18 06:08:00,49.0,17.0,20643.0,32.0,7096.61,4041.36,2903.39,1137.97,Good
3292859,26500,26500, 60 months,19.72,697.97,5 years,RENT,59294.0,Current,credit_card,CA,34.74,0.0,1985-09-26 05:22:00,,15.0,36095.0,38.0,22739.58,9050.57,3760.42,5290.15,Good
3293031,10000,10000, 36 months,12.12,332.72,10+ years,RENT,58665.0,Current,credit_card,CA,11.86,0.0,1993-03-18 09:03:00,,11.0,23437.0,18.0,6801.87,4320.32,3198.13,1122.19,Good
3293174,21000,21000, 36 months,6.62,644.78,5 years,MORTGAGE,120000.0,Current,credit_card,MD,16.16,0.0,2001-12-02 06:24:00,,14.0,24933.0,23.0,14467.43,7724.6,6532.57,1192.03,Good
3293304,18250,18250, 36 months,11.14,598.7,2 years,MORTGAGE,97000.0,Fully Paid,debt_consolidation,AZ,12.8,0.0,2000-10-08 10:24:00,32.0,7.0,11117.0,22.0,0.0,20012.09,18250.0,1762.09,Good
3293482,12000,12000, 36 months,12.12,399.26,1 year,RENT,45000.0,Charged Off,debt_consolidation,IL,17.16,0.0,1990-05-04 01:38:00,,9.0,12530.0,13.0,0.0,1197.78,842.63,355.15,Bad
3293628,20050,20050, 60 months,24.89,587.21,6 years,MORTGAGE,52000.0,Current,small_business,MI,21.51,0.0,1998-07-22 09:20:00,,9.0,17687.0,20.0,17526.31,7624.13,2523.69,5100.44,Good
3293912,18550,18550, 36 months,11.14,608.54,3 years,RENT,42000.0,Current,debt_consolidation,GA,31.71,0.0,2002-07-31 07:43:00,,18.0,32528.0,32.0,12550.88,7910.78,5999.12,1911.66,Good
3294171,15175,15175, 36 months,13.11,512.12,7 years,RENT,70000.0,Current,credit_card,TX,22.08,0.0,1989-11-06 11:43:00,,20.0,15608.0,36.0,10365.39,6657.56,4809.61,1847.95,Good
3294341,16000,16000, 60 months,14.33,375.04,< 1 year,RENT,77000.0,Current,debt_consolidation,CA,22.29,0.0,1990-11-01 03:52:00,,18.0,38270.0,38.0,13648.12,4487.64,2351.88,2135.76,Good
3294557,18000,18000, 36 months,7.62,560.91,< 1 year,MORTGAGE,90000.0,Current,debt_consolidation,CA,12.6,0.0,1993-03-20 11:11:00,31.0,10.0,85725.0,26.0,12455.92,6723.12,5544.08,1179.04,Good
3294702,35000,35000, 60 months,21.98,966.27,1 year,RENT,95000.0,Current,debt_consolidation,CO,19.52,0.0,1994-07-04 07:53:00,,15.0,16449.0,32.0,30275.66,12560.55,4724.34,7836.21,Good
3294934,32000,32000, 60 months,20.49,856.56,10+ years,RENT,91241.0,Current,debt_consolidation,TX,26.25,0.0,1984-01-04 07:24:00,,20.0,33358.0,38.0,27527.83,11135.28,4472.17,6663.11,Good
3295195,16000,16000, 60 months,16.29,391.56,6 years,RENT,60000.0,Current,debt_consolidation,NC,23.14,0.0,2005-11-03 01:32:00,,12.0,10519.0,24.0,13540.51,5087.52,2459.49,2628.03,Good
3295350,3000,3000, 36 months,18.49,109.2,2 years,RENT,70000.0,Current,major_purchase,CT,26.91,0.0,2000-10-30 04:14:00,58.0,12.0,5908.0,29.0,2101.19,1419.6,898.81,520.79,Good
3295558,20000,20000, 60 months,17.27,499.96,5 years,MORTGAGE,81000.0,Current,credit_card,CA,15.73,0.0,2003-10-15 11:46:00,,15.0,17088.0,33.0,17250.45,5983.32,2749.55,3233.77,Good
3295742,15000,15000, 36 months,15.8,525.88,10+ years,OWN,75000.0,Current,debt_consolidation,NY,26.3,0.0,1993-02-12 04:17:00,,21.0,25259.0,33.0,10376.98,6836.44,4623.02,2213.42,Good
3295948,8400,8400, 36 months,11.14,275.57,10+ years,MORTGAGE,52000.0,Current,credit_card,MI,26.22,0.0,1996-01-26 12:05:00,,11.0,28918.0,21.0,5683.45,3582.17,2716.55,865.62,Good
3296194,11900,11900, 36 months,10.16,384.88,10+ years,MORTGAGE,35300.0,Fully Paid,credit_card,CT,16.43,0.0,1995-06-30 06:19:00,,12.0,16354.0,26.0,0.0,12553.49,11900.0,653.49,Good
3296348,20000,20000, 60 months,17.77,505.37,10+ years,RENT,65000.0,Current,debt_consolidation,CA,11.85,0.0,1992-08-15 11:42:00,,15.0,20655.0,20.0,17029.84,6559.25,2970.16,3589.09,Good
